tau_1,tau_2,patch_acc_multi,patch_f1_macro,patch_pre_macro,patch_rec_macro,patch_f1_weighted,patch_pre_weighted,patch_rec_weighted,patch_f1_micro,patch_acc_bin,patch_f1_bin,patch_pre_bin,patch_rec_bin
0.9,0.11,0.9545,0.7771,0.9441,0.7189,0.9481,0.9555,0.9545,0.9545,0.9545,0.7818,0.9149,0.6825
0.9,0.12,0.9545,0.7771,0.9441,0.7189,0.9481,0.9555,0.9545,0.9545,0.9545,0.7818,0.9149,0.6825
0.9,0.13,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.14,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.15,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.16,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.17,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.18,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.19,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.2,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.21,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.22,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.23,0.9564,0.7822,0.9545,0.7192,0.9498,0.9571,0.9564,0.9564,0.9564,0.789,0.9348,0.6825
0.9,0.24,0.9583,0.7878,0.9672,0.7195,0.9515,0.959,0.9583,0.9583,0.9583,0.7963,0.9556,0.6825
0.9,0.25,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.26,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.27,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.28,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.29,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.3,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.31,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.32,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.33,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.34,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.35,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.36,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.37,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.38,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.39,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.4,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.41,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.42,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.43,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.44,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.45,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.46,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.47,0.9564,0.7816,0.966,0.71,0.9494,0.9571,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.9,0.48,0.9545,0.7731,0.9657,0.6957,0.9474,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.9,0.49,0.9545,0.7731,0.9657,0.6957,0.9474,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.9,0.5,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.51,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.52,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.53,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.54,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.55,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.56,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.57,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.58,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.59,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.6,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.61,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.62,0.9508,0.7513,0.9641,0.6732,0.9421,0.9517,0.9508,0.9508,0.9508,0.75,0.9512,0.619
0.9,0.63,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.64,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.65,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.66,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.67,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.68,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.69,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.7,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.71,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.72,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.73,0.947,0.7312,0.9635,0.6446,0.9377,0.9483,0.947,0.947,0.947,0.7255,0.9487,0.5873
0.9,0.74,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.75,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.76,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.77,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.78,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.79,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.8,0.9451,0.722,0.9613,0.6316,0.9355,0.9463,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.9,0.81,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.82,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.83,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.84,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.85,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.86,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.87,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.88,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.89,0.9432,0.7124,0.961,0.6138,0.9336,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.9,0.9,0.9413,0.7003,0.9607,0.5995,0.9311,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.0,0.9394,0.6829,0.9605,0.5865,0.9277,0.9412,0.9394,0.9394,0.9394,0.6735,0.9429,0.5238
0.91,0.01,0.9242,0.7328,0.7276,0.7456,0.9262,0.929,0.9242,0.9242,0.9242,0.6923,0.6716,0.7143
0.91,0.02,0.9451,0.769,0.805,0.749,0.9416,0.9402,0.9451,0.9451,0.9451,0.7563,0.8036,0.7143
0.91,0.03,0.9508,0.779,0.851,0.7499,0.9459,0.9471,0.9508,0.9508,0.9508,0.7759,0.8491,0.7143
0.91,0.04,0.9527,0.7859,0.8653,0.7502,0.9478,0.9491,0.9527,0.9527,0.9527,0.7826,0.8654,0.7143
0.91,0.05,0.9545,0.7901,0.901,0.7505,0.9493,0.9543,0.9545,0.9545,0.9545,0.7895,0.8824,0.7143
0.91,0.06,0.9545,0.7901,0.901,0.7505,0.9493,0.9543,0.9545,0.9545,0.9545,0.7895,0.8824,0.7143
0.91,0.07,0.9545,0.7901,0.901,0.7505,0.9493,0.9543,0.9545,0.9545,0.9545,0.7895,0.8824,0.7143
0.91,0.08,0.9564,0.7987,0.9169,0.7508,0.9512,0.9561,0.9564,0.9564,0.9564,0.7965,0.9,0.7143
0.91,0.09,0.9564,0.7987,0.9169,0.7508,0.9512,0.9561,0.9564,0.9564,0.9564,0.7965,0.9,0.7143
0.91,0.1,0.9564,0.7987,0.9169,0.7508,0.9512,0.9561,0.9564,0.9564,0.9564,0.7965,0.9,0.7143
0.91,0.11,0.9527,0.762,0.9438,0.7059,0.945,0.9538,0.9527,0.9527,0.9527,0.7706,0.913,0.6667
0.91,0.12,0.9527,0.762,0.9438,0.7059,0.945,0.9538,0.9527,0.9527,0.9527,0.7706,0.913,0.6667
0.91,0.13,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.14,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.15,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.16,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.17,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.18,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.19,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.2,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.21,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.22,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.23,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.91,0.24,0.9564,0.7727,0.9669,0.7065,0.9484,0.9573,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.91,0.25,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.26,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.27,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.28,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.29,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.3,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.31,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.32,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.33,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.34,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.35,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.36,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.37,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.38,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.39,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.4,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.41,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.42,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.43,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.44,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.45,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.46,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.47,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.91,0.48,0.9527,0.758,0.9655,0.6827,0.9443,0.9536,0.9527,0.9527,0.9527,0.7619,0.9524,0.6349
0.91,0.49,0.9527,0.758,0.9655,0.6827,0.9443,0.9536,0.9527,0.9527,0.9527,0.7619,0.9524,0.6349
0.91,0.5,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.51,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.52,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.53,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.54,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.55,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.56,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.57,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.58,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.59,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.6,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.61,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.62,0.9489,0.7339,0.9638,0.6602,0.9387,0.95,0.9489,0.9489,0.9489,0.7379,0.95,0.6032
0.91,0.63,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.64,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.65,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.66,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.67,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.68,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.69,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.7,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.71,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.72,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.73,0.9451,0.7138,0.9633,0.6316,0.9343,0.9466,0.9451,0.9451,0.9451,0.7129,0.9474,0.5714
0.91,0.74,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.75,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.76,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.77,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.78,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.79,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.8,0.9432,0.7046,0.961,0.6186,0.9321,0.9446,0.9432,0.9432,0.9432,0.7,0.9459,0.5556
0.91,0.81,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.82,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.83,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.84,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.85,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.86,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.87,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.88,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.89,0.9413,0.695,0.9607,0.6008,0.9302,0.9429,0.9413,0.9413,0.9413,0.6869,0.9444,0.5397
0.91,0.9,0.9394,0.6829,0.9605,0.5865,0.9277,0.9412,0.9394,0.9394,0.9394,0.6735,0.9429,0.5238
0.91,0.91,0.9394,0.6829,0.9605,0.5865,0.9277,0.9412,0.9394,0.9394,0.9394,0.6735,0.9429,0.5238
0.92,0.0,0.9413,0.6875,0.9735,0.5868,0.9295,0.9439,0.9413,0.9413,0.9413,0.6804,0.9706,0.5238
0.92,0.01,0.9242,0.7328,0.7276,0.7456,0.9262,0.929,0.9242,0.9242,0.9242,0.6923,0.6716,0.7143
0.92,0.02,0.9451,0.769,0.805,0.749,0.9416,0.9402,0.9451,0.9451,0.9451,0.7563,0.8036,0.7143
0.92,0.03,0.9508,0.779,0.851,0.7499,0.9459,0.9471,0.9508,0.9508,0.9508,0.7759,0.8491,0.7143
0.92,0.04,0.9527,0.7859,0.8653,0.7502,0.9478,0.9491,0.9527,0.9527,0.9527,0.7826,0.8654,0.7143
0.92,0.05,0.9545,0.7901,0.901,0.7505,0.9493,0.9543,0.9545,0.9545,0.9545,0.7895,0.8824,0.7143
0.92,0.06,0.9545,0.7901,0.901,0.7505,0.9493,0.9543,0.9545,0.9545,0.9545,0.7895,0.8824,0.7143
0.92,0.07,0.9545,0.7901,0.901,0.7505,0.9493,0.9543,0.9545,0.9545,0.9545,0.7895,0.8824,0.7143
0.92,0.08,0.9564,0.7987,0.9169,0.7508,0.9512,0.9561,0.9564,0.9564,0.9564,0.7965,0.9,0.7143
0.92,0.09,0.9564,0.7987,0.9169,0.7508,0.9512,0.9561,0.9564,0.9564,0.9564,0.7965,0.9,0.7143
0.92,0.1,0.9564,0.7987,0.9169,0.7508,0.9512,0.9561,0.9564,0.9564,0.9564,0.7965,0.9,0.7143
0.92,0.11,0.9527,0.762,0.9438,0.7059,0.945,0.9538,0.9527,0.9527,0.9527,0.7706,0.913,0.6667
0.92,0.12,0.9527,0.762,0.9438,0.7059,0.945,0.9538,0.9527,0.9527,0.9527,0.7706,0.913,0.6667
0.92,0.13,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.14,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.15,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.16,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.17,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.18,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.19,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.2,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.21,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.22,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.23,0.9545,0.7671,0.9542,0.7062,0.9467,0.9554,0.9545,0.9545,0.9545,0.7778,0.9333,0.6667
0.92,0.24,0.9564,0.7727,0.9669,0.7065,0.9484,0.9573,0.9564,0.9564,0.9564,0.785,0.9545,0.6667
0.92,0.25,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.26,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.27,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.28,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.29,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.3,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.31,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.32,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.33,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.34,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
0.92,0.35,0.9545,0.7665,0.9657,0.697,0.9463,0.9554,0.9545,0.9545,0.9545,0.7736,0.9535,0.6508
